,symbol,name,codename
3652,SZ003004,声迅股份,SZ003004 声迅股份
3653,SZ003005,竞业达,SZ003005 竞业达
3654,SZ003006,百亚股份,SZ003006 百亚股份
3655,SZ003007,直真科技,SZ003007 直真科技
3656,SZ003008,开普检测,SZ003008 开普检测
3657,SZ003009,中天火箭,SZ003009 中天火箭
3658,SZ003010,若羽臣,SZ003010 若羽臣
3659,SZ003011,海象新材,SZ003011 海象新材
3660,SZ003012,东鹏控股,SZ003012 东鹏控股
3661,SZ003013,地铁设计,SZ003013 地铁设计
3662,SZ003015,日久光电,SZ003015 日久光电
3663,SZ003016,欣贺股份,SZ003016 欣贺股份
3664,SZ003017,大洋生物,SZ003017 大洋生物
3665,SZ003018,金富科技,SZ003018 金富科技
3666,SZ003019,宸展光电,SZ003019 宸展光电
3667,SZ003020,立方制药,SZ003020 立方制药
3668,SZ003021,兆威机电,SZ003021 兆威机电
3669,SZ003022,联泓新科,SZ003022 联泓新科
3670,SZ003023,彩虹集团,SZ003023 彩虹集团
3671,SZ003025,思进智能,SZ003025 思进智能
3672,SZ003026,中晶科技,SZ003026 中晶科技
3673,SZ003027,同兴环保,SZ003027 同兴环保
3674,SZ003028,振邦智能,SZ003028 振邦智能
3675,SZ003029,吉大正元,SZ003029 吉大正元
3676,SZ003030,祖名股份,SZ003030 祖名股份
3677,SZ003031,中瓷电子,SZ003031 中瓷电子
3678,SZ003033,征和工业,SZ003033 征和工业
3679,SZ003035,南网能源,SZ003035 南网能源
3680,SZ003036,泰坦股份,SZ003036 泰坦股份
3681,SZ003037,三和管桩,SZ003037 三和管桩
3682,SZ003038,鑫铂股份,SZ003038 鑫铂股份
3683,SZ003039,顺控发展,SZ003039 顺控发展
3684,SZ003040,楚天龙,SZ003040 楚天龙
3685,SZ003041,真爱美家,SZ003041 真爱美家
3686,SZ003042,中农联合,SZ003042 中农联合
3687,SZ003043,华亚智能,SZ003043 华亚智能
3688,SZ003816,中国广核,SZ003816 中国广核
3689,SZ200011,深物业B,SZ200011 深物业B
3690,SZ200012,南玻B,SZ200012 南玻B
3691,SZ200016,深康佳B,SZ200016 深康佳B
3692,SZ200017,深中华B,SZ200017 深中华B
3693,SZ200019,深粮B,SZ200019 深粮B
3694,SZ200020,深华发B,SZ200020 深华发B
3695,SZ200025,特力B,SZ200025 特力B
3696,SZ200026,飞亚达B,SZ200026 飞亚达B
3697,SZ200028,一致B,SZ200028 一致B
3698,SZ200029,深深房B,SZ200029 深深房B
3699,SZ200030,富奥B,SZ200030 富奥B
3700,SZ200037,深南电B,SZ200037 深南电B
3701,SZ200045,深纺织B,SZ200045 深纺织B
3702,SZ200054,建车B,SZ200054 建车B
3703,SZ200055,方大B,SZ200055 方大B
3704,SZ200056,皇庭B,SZ200056 皇庭B
3705,SZ200058,深赛格B,SZ200058 深赛格B
3706,SZ200152,*ST山航B,SZ200152 *ST山航B
3707,SZ200413,东旭B,SZ200413 东旭B
3708,SZ200429,粤高速B,SZ200429 粤高速B
3709,SZ200468,宁通信B,SZ200468 宁通信B
3710,SZ200488,晨鸣B,SZ200488 晨鸣B
3711,SZ200505,京粮B,SZ200505 京粮B
3712,SZ200512,闽灿坤B,SZ200512 闽灿坤B
3713,SZ200521,虹美菱B,SZ200521 虹美菱B
3714,SZ200530,冰山B,SZ200530 冰山B
3715,SZ200539,粤电力B,SZ200539 粤电力B
3716,SZ200541,粤照明B,SZ200541 粤照明B
3717,SZ200550,江铃B,SZ200550 江铃B
3718,SZ200553,安道麦B,SZ200553 安道麦B
3719,SZ200570,苏常柴B,SZ200570 苏常柴B
3720,SZ200581,苏威孚B,SZ200581 苏威孚B
3721,SZ200596,古井贡B,SZ200596 古井贡B
3722,SZ200625,长安B,SZ200625 长安B
3723,SZ200706,瓦轴B,SZ200706 瓦轴B
3724,SZ200725,京东方B,SZ200725 京东方B
3725,SZ200726,鲁泰B,SZ200726 鲁泰B
3726,SZ200761,本钢板B,SZ200761 本钢板B
3727,SZ200771,杭汽轮B,SZ200771 杭汽轮B
3728,SZ200869,张裕B,SZ200869 张裕B
3729,SZ200992,中鲁B,SZ200992 中鲁B
3730,SZ201872,招港B,SZ201872 招港B
3731,SZ300001,特锐德,SZ300001 特锐德
3732,SZ300002,神州泰岳,SZ300002 神州泰岳
3733,SZ300003,乐普医疗,SZ300003 乐普医疗
3734,SZ300004,南风股份,SZ300004 南风股份
3735,SZ300005,探路者,SZ300005 探路者
3736,SZ300006,莱美药业,SZ300006 莱美药业
3737,SZ300007,汉威科技,SZ300007 汉威科技
3738,SZ300008,天海防务,SZ300008 天海防务
3739,SZ300009,安科生物,SZ300009 安科生物
3740,SZ300010,豆神教育,SZ300010 豆神教育
3741,SZ300011,鼎汉技术,SZ300011 鼎汉技术
3742,SZ300012,华测检测,SZ300012 华测检测
3743,SZ300013,新宁物流,SZ300013 新宁物流
3744,SZ300014,亿纬锂能,SZ300014 亿纬锂能
3745,SZ300015,爱尔眼科,SZ300015 爱尔眼科
3746,SZ300016,北陆药业,SZ300016 北陆药业
3747,SZ300017,网宿科技,SZ300017 网宿科技
3748,SZ300018,中元股份,SZ300018 中元股份
3749,SZ300019,硅宝科技,SZ300019 硅宝科技
3750,SZ300020,银江技术,SZ300020 银江技术
3751,SZ300021,大禹节水,SZ300021 大禹节水
3752,SZ300022,吉峰科技,SZ300022 吉峰科技
3753,SZ300024,机器人,SZ300024 机器人
3754,SZ300025,华星创业,SZ300025 华星创业
3755,SZ300026,红日药业,SZ300026 红日药业
3756,SZ300027,华谊兄弟,SZ300027 华谊兄弟
3757,SZ300029,ST天龙,SZ300029 ST天龙
3758,SZ300030,阳普医疗,SZ300030 阳普医疗
3759,SZ300032,金龙机电,SZ300032 金龙机电
3760,SZ300033,同花顺,SZ300033 同花顺
3761,SZ300034,钢研高纳,SZ300034 钢研高纳
3762,SZ300035,中科电气,SZ300035 中科电气
3763,SZ300036,超图软件,SZ300036 超图软件
3764,SZ300037,新宙邦,SZ300037 新宙邦
3765,SZ300039,上海凯宝,SZ300039 上海凯宝
3766,SZ300040,九洲集团,SZ300040 九洲集团
3767,SZ300041,回天新材,SZ300041 回天新材
3768,SZ300043,星辉娱乐,SZ300043 星辉娱乐
3769,SZ300044,赛为智能,SZ300044 赛为智能
3770,SZ300045,华力创通,SZ300045 华力创通
3771,SZ300046,台基股份,SZ300046 台基股份
3772,SZ300047,天源迪科,SZ300047 天源迪科
3773,SZ300048,合康新能,SZ300048 合康新能
3774,SZ300049,福瑞股份,SZ300049 福瑞股份
3775,SZ300050,世纪鼎利,SZ300050 世纪鼎利
3776,SZ300051,三五互联,SZ300051 三五互联
3777,SZ300052,中青宝,SZ300052 中青宝
3778,SZ300053,欧比特,SZ300053 欧比特
3779,SZ300054,鼎龙股份,SZ300054 鼎龙股份
3780,SZ300055,万邦达,SZ300055 万邦达
3781,SZ300056,中创环保,SZ300056 中创环保
3782,SZ300057,万顺新材,SZ300057 万顺新材
3783,SZ300059,东方财富,SZ300059 东方财富
3784,SZ300061,旗天科技,SZ300061 旗天科技
3785,SZ300062,中能电气,SZ300062 中能电气
3786,SZ300063,天龙集团,SZ300063 天龙集团
3787,SZ300065,海兰信,SZ300065 海兰信
3788,SZ300066,三川智慧,SZ300066 三川智慧
3789,SZ300067,安诺其,SZ300067 安诺其
3790,SZ300068,南都电源,SZ300068 南都电源
3791,SZ300069,金利华电,SZ300069 金利华电
3792,SZ300070,碧水源,SZ300070 碧水源
3793,SZ300071,福石控股,SZ300071 福石控股
3794,SZ300072,海新能科,SZ300072 海新能科
3795,SZ300073,当升科技,SZ300073 当升科技
3796,SZ300074,华平股份,SZ300074 华平股份
3797,SZ300075,数字政通,SZ300075 数字政通
3798,SZ300076,GQY视讯,SZ300076 GQY视讯
3799,SZ300077,国民技术,SZ300077 国民技术
3800,SZ300078,思创医惠,SZ300078 思创医惠
3801,SZ300079,数码视讯,SZ300079 数码视讯
3802,SZ300080,易成新能,SZ300080 易成新能
3803,SZ300081,恒信东方,SZ300081 恒信东方
3804,SZ300082,奥克股份,SZ300082 奥克股份
3805,SZ300083,创世纪,SZ300083 创世纪
3806,SZ300084,海默科技,SZ300084 海默科技
3807,SZ300085,银之杰,SZ300085 银之杰
3808,SZ300086,康芝药业,SZ300086 康芝药业
3809,SZ300087,荃银高科,SZ300087 荃银高科
3810,SZ300088,长信科技,SZ300088 长信科技
3811,SZ300089,*ST文化,SZ300089 *ST文化
3812,SZ300091,金通灵,SZ300091 金通灵
3813,SZ300092,科新机电,SZ300092 科新机电
3814,SZ300093,金刚光伏,SZ300093 金刚光伏
3815,SZ300094,国联水产,SZ300094 国联水产
3816,SZ300095,华伍股份,SZ300095 华伍股份
3817,SZ300096,易联众,SZ300096 易联众
3818,SZ300097,智云股份,SZ300097 智云股份
3819,SZ300098,高新兴,SZ300098 高新兴
3820,SZ300099,精准信息,SZ300099 精准信息
3821,SZ300100,双林股份,SZ300100 双林股份
3822,SZ300101,振芯科技,SZ300101 振芯科技
3823,SZ300102,乾照光电,SZ300102 乾照光电
3824,SZ300103,达刚控股,SZ300103 达刚控股
3825,SZ300105,龙源技术,SZ300105 龙源技术
3826,SZ300106,西部牧业,SZ300106 西部牧业
3827,SZ300107,建新股份,SZ300107 建新股份
3828,SZ300108,*ST吉药,SZ300108 *ST吉药
3829,SZ300109,新开源,SZ300109 新开源
3830,SZ300110,华仁药业,SZ300110 华仁药业
3831,SZ300111,向日葵,SZ300111 向日葵
3832,SZ300112,万讯自控,SZ300112 万讯自控
3833,SZ300113,顺网科技,SZ300113 顺网科技
3834,SZ300114,中航电测,SZ300114 中航电测
3835,SZ300115,长盈精密,SZ300115 长盈精密
3836,SZ300116,保力新,SZ300116 保力新
3837,SZ300117,嘉寓股份,SZ300117 嘉寓股份
3838,SZ300118,东方日升,SZ300118 东方日升
3839,SZ300119,瑞普生物,SZ300119 瑞普生物
3840,SZ300120,经纬辉开,SZ300120 经纬辉开
3841,SZ300121,阳谷华泰,SZ300121 阳谷华泰
3842,SZ300122,智飞生物,SZ300122 智飞生物
3843,SZ300123,亚光科技,SZ300123 亚光科技
3844,SZ300124,汇川技术,SZ300124 汇川技术
3845,SZ300125,聆达股份,SZ300125 聆达股份
3846,SZ300126,锐奇股份,SZ300126 锐奇股份
3847,SZ300127,银河磁体,SZ300127 银河磁体
3848,SZ300128,锦富技术,SZ300128 锦富技术
3849,SZ300129,泰胜风能,SZ300129 泰胜风能
3850,SZ300130,新国都,SZ300130 新国都
3851,SZ300131,英唐智控,SZ300131 英唐智控
3852,SZ300132,青松股份,SZ300132 青松股份
3853,SZ300133,华策影视,SZ300133 华策影视
3854,SZ300134,大富科技,SZ300134 大富科技
3855,SZ300135,宝利国际,SZ300135 宝利国际
3856,SZ300136,信维通信,SZ300136 信维通信
3857,SZ300137,先河环保,SZ300137 先河环保
3858,SZ300138,晨光生物,SZ300138 晨光生物
3859,SZ300139,晓程科技,SZ300139 晓程科技
3860,SZ300140,中环装备,SZ300140 中环装备
3861,SZ300141,和顺电气,SZ300141 和顺电气
3862,SZ300142,沃森生物,SZ300142 沃森生物
3863,SZ300143,盈康生命,SZ300143 盈康生命
3864,SZ300144,宋城演艺,SZ300144 宋城演艺
3865,SZ300145,中金环境,SZ300145 中金环境
3866,SZ300146,汤臣倍健,SZ300146 汤臣倍健
3867,SZ300147,香雪制药,SZ300147 香雪制药
3868,SZ300148,天舟文化,SZ300148 天舟文化
3869,SZ300149,睿智医药,SZ300149 睿智医药
3870,SZ300150,世纪瑞尔,SZ300150 世纪瑞尔
3871,SZ300151,昌红科技,SZ300151 昌红科技
3872,SZ300152,新动力,SZ300152 新动力
3873,SZ300153,科泰电源,SZ300153 科泰电源
3874,SZ300154,瑞凌股份,SZ300154 瑞凌股份
3875,SZ300157,恒泰艾普,SZ300157 恒泰艾普
3876,SZ300158,振东制药,SZ300158 振东制药
3877,SZ300159,ST新研,SZ300159 ST新研
3878,SZ300160,秀强股份,SZ300160 秀强股份
3879,SZ300161,华中数控,SZ300161 华中数控
3880,SZ300162,雷曼光电,SZ300162 雷曼光电
3881,SZ300163,先锋新材,SZ300163 先锋新材
3882,SZ300164,通源石油,SZ300164 通源石油
3883,SZ300165,天瑞仪器,SZ300165 天瑞仪器
3884,SZ300166,东方国信,SZ300166 东方国信
3885,SZ300167,迪威迅,SZ300167 迪威迅
3886,SZ300168,万达信息,SZ300168 万达信息
3887,SZ300169,天晟新材,SZ300169 天晟新材
3888,SZ300170,汉得信息,SZ300170 汉得信息
3889,SZ300171,东富龙,SZ300171 东富龙
3890,SZ300172,中电环保,SZ300172 中电环保
3891,SZ300173,福能东方,SZ300173 福能东方
3892,SZ300174,元力股份,SZ300174 元力股份
3893,SZ300175,朗源股份,SZ300175 朗源股份
3894,SZ300176,派生科技,SZ300176 派生科技
3895,SZ300177,中海达,SZ300177 中海达
3896,SZ300179,四方达,SZ300179 四方达
3897,SZ300180,华峰超纤,SZ300180 华峰超纤
3898,SZ300181,佐力药业,SZ300181 佐力药业
3899,SZ300182,捷成股份,SZ300182 捷成股份
3900,SZ300183,东软载波,SZ300183 东软载波
3901,SZ300184,力源信息,SZ300184 力源信息
3902,SZ300185,通裕重工,SZ300185 通裕重工
3903,SZ300187,永清环保,SZ300187 永清环保
3904,SZ300188,美亚柏科,SZ300188 美亚柏科
3905,SZ300189,神农科技,SZ300189 神农科技
3906,SZ300190,维尔利,SZ300190 维尔利
3907,SZ300191,潜能恒信,SZ300191 潜能恒信
3908,SZ300192,科德教育,SZ300192 科德教育
3909,SZ300193,佳士科技,SZ300193 佳士科技
3910,SZ300194,福安药业,SZ300194 福安药业
3911,SZ300195,长荣股份,SZ300195 长荣股份
3912,SZ300196,长海股份,SZ300196 长海股份
3913,SZ300197,节能铁汉,SZ300197 节能铁汉
3914,SZ300198,纳川股份,SZ300198 纳川股份
3915,SZ300199,翰宇药业,SZ300199 翰宇药业
3916,SZ300200,高盟新材,SZ300200 高盟新材
3917,SZ300201,*ST海伦,SZ300201 *ST海伦
3918,SZ300203,聚光科技,SZ300203 聚光科技
3919,SZ300204,舒泰神,SZ300204 舒泰神
3920,SZ300205,天喻信息,SZ300205 天喻信息
3921,SZ300206,理邦仪器,SZ300206 理邦仪器
3922,SZ300207,欣旺达,SZ300207 欣旺达
3923,SZ300208,青岛中程,SZ300208 青岛中程
3924,SZ300209,有棵树,SZ300209 有棵树
3925,SZ300210,森远股份,SZ300210 森远股份
3926,SZ300211,亿通科技,SZ300211 亿通科技
3927,SZ300212,易华录,SZ300212 易华录
3928,SZ300213,佳讯飞鸿,SZ300213 佳讯飞鸿
3929,SZ300214,日科化学,SZ300214 日科化学
3930,SZ300215,电科院,SZ300215 电科院
3931,SZ300217,东方电热,SZ300217 东方电热
3932,SZ300218,安利股份,SZ300218 安利股份
3933,SZ300219,鸿利智汇,SZ300219 鸿利智汇
3934,SZ300220,金运激光,SZ300220 金运激光
3935,SZ300221,银禧科技,SZ300221 银禧科技
3936,SZ300222,科大智能,SZ300222 科大智能
3937,SZ300223,北京君正,SZ300223 北京君正
3938,SZ300224,正海磁材,SZ300224 正海磁材
3939,SZ300225,金力泰,SZ300225 金力泰
3940,SZ300226,上海钢联,SZ300226 上海钢联
3941,SZ300227,光韵达,SZ300227 光韵达
3942,SZ300228,富瑞特装,SZ300228 富瑞特装
3943,SZ300229,拓尔思,SZ300229 拓尔思
3944,SZ300230,永利股份,SZ300230 永利股份
3945,SZ300231,银信科技,SZ300231 银信科技
3946,SZ300232,洲明科技,SZ300232 洲明科技
3947,SZ300233,金城医药,SZ300233 金城医药
3948,SZ300234,开尔新材,SZ300234 开尔新材
3949,SZ300235,方直科技,SZ300235 方直科技
3950,SZ300236,上海新阳,SZ300236 上海新阳
3951,SZ300237,美晨生态,SZ300237 美晨生态
3952,SZ300238,冠昊生物,SZ300238 冠昊生物
3953,SZ300239,东宝生物,SZ300239 东宝生物
3954,SZ300240,飞力达,SZ300240 飞力达
3955,SZ300241,瑞丰光电,SZ300241 瑞丰光电
3956,SZ300242,佳云科技,SZ300242 佳云科技
3957,SZ300243,瑞丰高材,SZ300243 瑞丰高材
3958,SZ300244,迪安诊断,SZ300244 迪安诊断
3959,SZ300245,天玑科技,SZ300245 天玑科技
3960,SZ300246,宝莱特,SZ300246 宝莱特
3961,SZ300247,融捷健康,SZ300247 融捷健康
3962,SZ300248,新开普,SZ300248 新开普
3963,SZ300249,依米康,SZ300249 依米康
3964,SZ300250,初灵信息,SZ300250 初灵信息
3965,SZ300251,光线传媒,SZ300251 光线传媒
3966,SZ300252,金信诺,SZ300252 金信诺
3967,SZ300253,卫宁健康,SZ300253 卫宁健康
3968,SZ300254,仟源医药,SZ300254 仟源医药
3969,SZ300255,常山药业,SZ300255 常山药业
3970,SZ300256,ST星星,SZ300256 ST星星
3971,SZ300257,开山股份,SZ300257 开山股份
3972,SZ300258,精锻科技,SZ300258 精锻科技
3973,SZ300259,新天科技,SZ300259 新天科技
3974,SZ300260,新莱应材,SZ300260 新莱应材
3975,SZ300261,雅本化学,SZ300261 雅本化学
3976,SZ300262,巴安水务,SZ300262 巴安水务
3977,SZ300263,隆华科技,SZ300263 隆华科技
3978,SZ300264,佳创视讯,SZ300264 佳创视讯
3979,SZ300265,通光线缆,SZ300265 通光线缆
3980,SZ300266,兴源环境,SZ300266 兴源环境
3981,SZ300267,尔康制药,SZ300267 尔康制药
3982,SZ300268,*ST佳沃,SZ300268 *ST佳沃
3983,SZ300269,联建光电,SZ300269 联建光电
3984,SZ300270,中威电子,SZ300270 中威电子
3985,SZ300271,华宇软件,SZ300271 华宇软件
3986,SZ300272,开能健康,SZ300272 开能健康
3987,SZ300274,阳光电源,SZ300274 阳光电源
3988,SZ300275,梅安森,SZ300275 梅安森
3989,SZ300276,三丰智能,SZ300276 三丰智能
3990,SZ300277,海联讯,SZ300277 海联讯
3991,SZ300278,华昌达,SZ300278 华昌达
3992,SZ300279,和晶科技,SZ300279 和晶科技
3993,SZ300280,紫天科技,SZ300280 紫天科技
3994,SZ300281,金明精机,SZ300281 金明精机
3995,SZ300282,ST三盛,SZ300282 ST三盛
3996,SZ300283,温州宏丰,SZ300283 温州宏丰
3997,SZ300284,苏交科,SZ300284 苏交科
3998,SZ300285,国瓷材料,SZ300285 国瓷材料
3999,SZ300286,安科瑞,SZ300286 安科瑞
4000,SZ300287,飞利信,SZ300287 飞利信
4001,SZ300289,利德曼,SZ300289 利德曼
4002,SZ300290,荣科科技,SZ300290 荣科科技
4003,SZ300291,百纳千成,SZ300291 百纳千成
4004,SZ300292,吴通控股,SZ300292 吴通控股
4005,SZ300293,蓝英装备,SZ300293 蓝英装备
4006,SZ300294,博雅生物,SZ300294 博雅生物
4007,SZ300295,三六五网,SZ300295 三六五网
4008,SZ300296,利亚德,SZ300296 利亚德
4009,SZ300298,三诺生物,SZ300298 三诺生物
4010,SZ300299,富春股份,SZ300299 富春股份
4011,SZ300300,海峡创新,SZ300300 海峡创新
4012,SZ300300,海峡创新,SZ300300 海峡创新
4013,SZ300301,*ST长方,SZ300301 *ST长方
4014,SZ300302,同有科技,SZ300302 同有科技
4015,SZ300303,聚飞光电,SZ300303 聚飞光电
4016,SZ300304,云意电气,SZ300304 云意电气
4017,SZ300305,裕兴股份,SZ300305 裕兴股份
4018,SZ300306,远方信息,SZ300306 远方信息
4019,SZ300307,慈星股份,SZ300307 慈星股份
4020,SZ300308,中际旭创,SZ300308 中际旭创
4021,SZ300309,*ST吉艾,SZ300309 *ST吉艾
4022,SZ300310,宜通世纪,SZ300310 宜通世纪
4023,SZ300311,任子行,SZ300311 任子行
4024,SZ300313,ST天山,SZ300313 ST天山
4025,SZ300314,戴维医疗,SZ300314 戴维医疗
4026,SZ300315,掌趣科技,SZ300315 掌趣科技
4027,SZ300316,晶盛机电,SZ300316 晶盛机电
4028,SZ300317,珈伟新能,SZ300317 珈伟新能
4029,SZ300318,博晖创新,SZ300318 博晖创新
4030,SZ300319,麦捷科技,SZ300319 麦捷科技
4031,SZ300320,海达股份,SZ300320 海达股份
4032,SZ300321,同大股份,SZ300321 同大股份
4033,SZ300322,硕贝德,SZ300322 硕贝德
4034,SZ300323,华灿光电,SZ300323 华灿光电
4035,SZ300324,旋极信息,SZ300324 旋极信息
4036,SZ300326,凯利泰,SZ300326 凯利泰
4037,SZ300327,中颖电子,SZ300327 中颖电子
4038,SZ300328,宜安科技,SZ300328 宜安科技
4039,SZ300329,海伦钢琴,SZ300329 海伦钢琴
4040,SZ300330,*ST计通,SZ300330 *ST计通
4041,SZ300331,苏大维格,SZ300331 苏大维格
4042,SZ300332,天壕环境,SZ300332 天壕环境
4043,SZ300333,兆日科技,SZ300333 兆日科技
4044,SZ300334,津膜科技,SZ300334 津膜科技
4045,SZ300335,迪森股份,SZ300335 迪森股份
4046,SZ300337,银邦股份,SZ300337 银邦股份
4047,SZ300338,ST开元,SZ300338 ST开元
4048,SZ300339,润和软件,SZ300339 润和软件
4049,SZ300340,科恒股份,SZ300340 科恒股份
4050,SZ300341,麦克奥迪,SZ300341 麦克奥迪
4051,SZ300342,天银机电,SZ300342 天银机电
4052,SZ300343,联创股份,SZ300343 联创股份
4053,SZ300344,立方数科,SZ300344 立方数科
4054,SZ300345,华民股份,SZ300345 华民股份
4055,SZ300346,南大光电,SZ300346 南大光电
4056,SZ300347,泰格医药,SZ300347 泰格医药
4057,SZ300348,长亮科技,SZ300348 长亮科技
4058,SZ300349,金卡智能,SZ300349 金卡智能
4059,SZ300350,华鹏飞,SZ300350 华鹏飞
4060,SZ300351,永贵电器,SZ300351 永贵电器
4061,SZ300352,北信源,SZ300352 北信源
4062,SZ300353,东土科技,SZ300353 东土科技
4063,SZ300354,东华测试,SZ300354 东华测试
4064,SZ300355,蒙草生态,SZ300355 蒙草生态
4065,SZ300356,*ST光一,SZ300356 *ST光一
4066,SZ300357,我武生物,SZ300357 我武生物
4067,SZ300358,楚天科技,SZ300358 楚天科技
4068,SZ300359,全通教育,SZ300359 全通教育
4069,SZ300360,炬华科技,SZ300360 炬华科技
4070,SZ300363,博腾股份,SZ300363 博腾股份
4071,SZ300364,中文在线,SZ300364 中文在线
4072,SZ300365,恒华科技,SZ300365 恒华科技
4073,SZ300366,创意信息,SZ300366 创意信息
4074,SZ300368,汇金股份,SZ300368 汇金股份
4075,SZ300369,绿盟科技,SZ300369 绿盟科技
4076,SZ300370,*ST安控,SZ300370 *ST安控
4077,SZ300371,汇中股份,SZ300371 汇中股份
4078,SZ300373,扬杰科技,SZ300373 扬杰科技
4079,SZ300374,中铁装配,SZ300374 中铁装配
4080,SZ300375,鹏翎股份,SZ300375 鹏翎股份
4081,SZ300376,易事特,SZ300376 易事特
4082,SZ300377,赢时胜,SZ300377 赢时胜
4083,SZ300378,鼎捷软件,SZ300378 鼎捷软件
4084,SZ300379,东方通,SZ300379 东方通
4085,SZ300380,安硕信息,SZ300380 安硕信息
4086,SZ300381,溢多利,SZ300381 溢多利
4087,SZ300382,斯莱克,SZ300382 斯莱克
4088,SZ300383,光环新网,SZ300383 光环新网
4089,SZ300384,三联虹普,SZ300384 三联虹普
4090,SZ300385,雪浪环境,SZ300385 雪浪环境
4091,SZ300387,富邦股份,SZ300387 富邦股份
4092,SZ300388,节能国祯,SZ300388 节能国祯
4093,SZ300389,艾比森,SZ300389 艾比森
4094,SZ300390,天华新能,SZ300390 天华新能
4095,SZ300391,长药控股,SZ300391 长药控股
4096,SZ300392,*ST腾信,SZ300392 *ST腾信
4097,SZ300393,中来股份,SZ300393 中来股份
4098,SZ300394,天孚通信,SZ300394 天孚通信
4099,SZ300395,菲利华,SZ300395 菲利华
4100,SZ300396,迪瑞医疗,SZ300396 迪瑞医疗
4101,SZ300397,天和防务,SZ300397 天和防务
4102,SZ300398,飞凯材料,SZ300398 飞凯材料
4103,SZ300399,天利科技,SZ300399 天利科技
4104,SZ300400,劲拓股份,SZ300400 劲拓股份
4105,SZ300401,花园生物,SZ300401 花园生物
4106,SZ300402,宝色股份,SZ300402 宝色股份
4107,SZ300403,汉宇集团,SZ300403 汉宇集团
4108,SZ300404,博济医药,SZ300404 博济医药
4109,SZ300405,科隆股份,SZ300405 科隆股份
4110,SZ300406,九强生物,SZ300406 九强生物
4111,SZ300407,凯发电气,SZ300407 凯发电气
4112,SZ300408,三环集团,SZ300408 三环集团
4113,SZ300409,道氏技术,SZ300409 道氏技术
4114,SZ300410,正业科技,SZ300410 正业科技
4115,SZ300411,金盾股份,SZ300411 金盾股份
4116,SZ300412,迦南科技,SZ300412 迦南科技
4117,SZ300413,芒果超媒,SZ300413 芒果超媒
4118,SZ300414,中光防雷,SZ300414 中光防雷
4119,SZ300415,伊之密,SZ300415 伊之密
4120,SZ300416,苏试试验,SZ300416 苏试试验
4121,SZ300417,南华仪器,SZ300417 南华仪器
4122,SZ300418,昆仑万维,SZ300418 昆仑万维
4123,SZ300419,浩丰科技,SZ300419 浩丰科技
4124,SZ300420,五洋停车,SZ300420 五洋停车
4125,SZ300421,力星股份,SZ300421 力星股份
4126,SZ300422,博世科,SZ300422 博世科
4127,SZ300423,昇辉科技,SZ300423 昇辉科技
4128,SZ300424,航新科技,SZ300424 航新科技
4129,SZ300425,中建环能,SZ300425 中建环能
4130,SZ300426,唐德影视,SZ300426 唐德影视
4131,SZ300427,红相股份,SZ300427 红相股份
4132,SZ300428,立中集团,SZ300428 立中集团
4133,SZ300429,强力新材,SZ300429 强力新材
4134,SZ300430,诚益通,SZ300430 诚益通
4135,SZ300432,富临精工,SZ300432 富临精工
4136,SZ300433,蓝思科技,SZ300433 蓝思科技
4137,SZ300434,金石亚药,SZ300434 金石亚药
4138,SZ300435,中泰股份,SZ300435 中泰股份
4139,SZ300436,广生堂,SZ300436 广生堂
4140,SZ300437,清水源,SZ300437 清水源
4141,SZ300438,鹏辉能源,SZ300438 鹏辉能源
4142,SZ300439,美康生物,SZ300439 美康生物
4143,SZ300440,运达科技,SZ300440 运达科技
4144,SZ300441,鲍斯股份,SZ300441 鲍斯股份
4145,SZ300442,润泽科技,SZ300442 润泽科技
4146,SZ300443,金雷股份,SZ300443 金雷股份
4147,SZ300444,双杰电气,SZ300444 双杰电气
4148,SZ300445,康斯特,SZ300445 康斯特
4149,SZ300446,乐凯新材,SZ300446 乐凯新材
4150,SZ300447,全信股份,SZ300447 全信股份
4151,SZ300448,浩云科技,SZ300448 浩云科技
4152,SZ300449,汉邦高科,SZ300449 汉邦高科
4153,SZ300450,先导智能,SZ300450 先导智能
4154,SZ300451,创业慧康,SZ300451 创业慧康
4155,SZ300452,山河药辅,SZ300452 山河药辅
4156,SZ300453,三鑫医疗,SZ300453 三鑫医疗
4157,SZ300454,深信服,SZ300454 深信服
4158,SZ300455,康拓红外,SZ300455 康拓红外
4159,SZ300456,赛微电子,SZ300456 赛微电子
4160,SZ300457,赢合科技,SZ300457 赢合科技
4161,SZ300458,全志科技,SZ300458 全志科技
4162,SZ300459,汤姆猫,SZ300459 汤姆猫
4163,SZ300460,惠伦晶体,SZ300460 惠伦晶体
4164,SZ300461,田中精机,SZ300461 田中精机
4165,SZ300462,华铭智能,SZ300462 华铭智能
4166,SZ300463,迈克生物,SZ300463 迈克生物
4167,SZ300464,星徽股份,SZ300464 星徽股份
4168,SZ300465,高伟达,SZ300465 高伟达
4169,SZ300466,赛摩智能,SZ300466 赛摩智能
4170,SZ300467,迅游科技,SZ300467 迅游科技
4171,SZ300468,四方精创,SZ300468 四方精创
4172,SZ300469,信息发展,SZ300469 信息发展
4173,SZ300470,中密控股,SZ300470 中密控股
4174,SZ300471,厚普股份,SZ300471 厚普股份
4175,SZ300472,新元科技,SZ300472 新元科技
4176,SZ300473,德尔股份,SZ300473 德尔股份
